age,employment_tenure,avg_monthly_income,savings_balance,monthly_spend_ratio,num_past_defaults,late_payments_6m,bureau_score,avg_daily_balance,txn_count_3m,loan_amount,loan_term,purpose,household_size,label
37,2,40626,40555,0.13382432963967947,0,0,631,22023,56,50000,60,education,2,1
45,3,58814,65827,0.2984527815695368,0,0,630,36367,64,100000,24,car,3,1
63,3,20505,137082,0.10851922066201332,0,0,658,66521,61,50000,24,education,3,1
56,7,27133,0,0.4608863983270883,0,0,704,0,43,200000,60,personal,1,1
21,3,24308,77348,0.3111396626509929,0,0,579,105275,63,100000,24,home,2,1
45,9,29709,25311,0.31353705931765424,0,1,493,37181,43,100000,36,business,4,1
47,2,41084,61957,0.16107241079374646,0,0,688,80954,53,50000,60,car,1,1
22,4,10490,49150,0.2841960034318084,0,1,674,6299,56,100000,36,personal,4,1
40,6,8037,97367,0.344138492929197,0,0,625,99767,49,200000,24,education,4,1
31,3,23423,14038,0.11328797302408149,0,0,654,18647,47,200000,12,car,4,1
23,7,53156,72499,0.52227368817461,0,0,710,17529,54,50000,12,home,2,1
43,8,40195,42829,0.2200117194092632,2,1,747,33863,47,200000,24,business,4,1
31,11,32348,79180,0.8000499930071643,0,0,737,10172,43,500000,12,education,3,1
39,0,5000,58396,0.22170834108825294,0,0,691,54970,42,100000,60,business,5,0
52,5,42916,90954,0.3566972978428143,0,0,649,105361,49,100000,12,personal,2,1
67,6,35849,54535,0.2868703065849953,0,1,630,20057,50,200000,12,home,5,1
60,5,55579,53726,0.5121574288539381,0,1,769,17571,50,500000,12,education,5,1
23,3,71617,26950,0.20971079199923948,0,0,666,27431,44,200000,36,car,3,1
29,2,63985,72527,0.6742891578260971,0,1,597,56296,60,200000,36,home,5,1
48,3,70877,0,0.15608012228199364,0,0,602,0,41,500000,36,education,2,1
59,5,35099,71320,0.40665631418967985,0,1,635,56126,49,100000,36,home,1,1
43,5,13802,63265,0.1086523967465689,1,0,658,17979,46,1000000,12,home,4,0
63,7,39617,41313,0.33373998408717187,0,1,726,56508,40,100000,24,car,2,1
21,6,44797,41292,0.27037480799885477,0,0,535,29824,45,200000,12,personal,3,1
67,0,27870,125585,0.1927432387439947,0,1,531,181672,51,200000,24,home,3,1
69,1,59627,0,0.46388257100409047,0,0,662,0,41,200000,36,business,5,1
54,6,49396,46803,0.4975472163801104,0,0,691,17073,51,500000,12,car,5,1
66,8,40532,12603,0.05,0,0,594,12654,54,200000,36,home,4,1
57,0,49343,17151,0.29424136666076844,0,0,610,8878,45,100000,12,car,1,1
39,1,36021,51348,0.3747839904744013,0,0,633,51851,51,50000,36,education,3,1
32,0,11429,107776,0.13166379318558377,0,0,560,49124,58,100000,60,car,5,0
69,5,32946,74493,0.18933989891869438,0,0,502,76670,53,100000,12,home,3,1
53,2,35970,110016,0.3058903863132482,0,0,643,115271,50,100000,36,education,4,1
39,3,41655,55184,0.3653966152283446,0,0,670,29349,54,50000,12,personal,3,1
65,5,65070,13944,0.3495493880605239,0,0,697,18204,38,500000,60,personal,4,1
24,5,24062,45372,0.29139807049920796,3,0,659,11706,52,100000,60,education,2,0
46,8,83375,61134,0.08951862450053481,0,0,629,16321,44,200000,60,personal,4,1
28,0,17578,55463,0.21098409744541013,1,0,618,56947,49,100000,12,car,5,1
52,0,52766,98954,0.379625712051158,1,0,691,30412,55,50000,36,business,5,1
63,5,47294,10062,0.4942926326260039,0,0,587,8357,37,200000,36,home,1,1
51,6,35726,75606,0.09969964264598156,0,0,563,55023,46,1000000,12,personal,5,0
32,6,27080,137142,0.21841612710248945,0,0,641,76225,33,200000,36,car,2,0
54,3,22172,26118,0.25513261466162196,0,1,660,32299,57,50000,36,personal,1,1
27,7,47380,7936,0.12471611752792543,0,0,720,11618,63,100000,12,car,3,1
60,6,39918,118610,0.19161319062428644,0,0,589,88565,45,50000,24,car,4,1
59,5,32854,59010,0.5101604250252083,0,0,630,84725,44,100000,12,car,2,1
52,3,45976,59816,0.3841764081129712,0,0,692,23454,53,200000,12,home,3,1
52,2,8656,102674,0.09466853365675798,2,0,698,90688,51,200000,12,personal,1,1
55,4,40426,50869,0.05,0,1,685,6823,52,50000,60,home,3,1
47,2,26939,78983,0.5195615700373593,0,2,627,47089,47,200000,12,car,4,1
24,6,19853,34175,0.691746142745014,1,0,606,25650,57,200000,60,home,5,0
56,5,27402,76965,0.17658209890762663,0,1,585,38931,48,50000,24,home,4,1
68,10,63697,1517,0.7884660503476885,0,0,553,1001,41,200000,60,personal,3,1
48,0,13439,0,0.14745601848663706,0,0,746,0,38,200000,36,car,1,1
29,9,28660,64417,0.3246465828824919,0,0,613,80554,56,100000,24,education,3,1
33,0,56396,0,0.2985849984630072,0,1,630,0,36,50000,36,home,4,1
44,9,38620,6723,0.1980749629322979,0,2,577,9347,56,200000,36,personal,5,1
55,1,50482,107952,0.13210433462391452,0,0,636,52207,46,100000,60,car,4,1
45,1,54382,95107,0.05,0,0,638,94286,44,200000,24,home,4,1
41,3,28372,88051,0.08114093089809472,0,1,691,84112,47,500000,12,car,2,1
47,3,33519,122303,0.3712714135572159,0,0,708,80315,46,100000,60,business,4,1
24,0,36470,135832,0.05,0,0,615,129494,52,100000,36,car,1,1
29,7,56783,100977,0.16309698194543631,0,1,634,92763,48,200000,36,home,3,1
56,7,51324,0,0.36680427301975166,0,0,753,0,51,200000,36,education,4,1
29,6,66386,127242,0.49748205188477507,0,0,708,86739,48,100000,12,home,3,1
67,5,15265,72895,0.08689030990584476,0,0,622,56371,47,50000,36,car,5,1
38,3,30621,21002,0.3385306553377455,0,0,625,2153,44,1000000,60,education,5,0
30,2,45449,22990,0.0536215063399693,0,0,695,32260,40,200000,12,education,1,1
40,3,44322,69813,0.16693342587575294,0,2,603,23426,56,50000,60,personal,1,1
49,4,25447,64578,0.15333992952156442,0,0,573,38997,54,100000,36,business,4,0
46,10,34292,17328,0.43464961861358,0,0,748,13380,57,200000,36,personal,2,1
49,10,42164,0,0.23758986887513794,0,0,545,0,54,50000,12,business,4,1
65,6,29714,82811,0.10148228049970098,0,0,666,63553,45,200000,24,business,3,0
45,6,46376,5929,0.2873063570850585,0,0,565,8089,59,200000,24,personal,5,1
24,3,39672,78289,0.5073569594383656,0,0,778,98804,51,100000,36,education,5,1
49,4,43675,39201,0.08254293725971254,0,0,742,12499,49,200000,36,home,2,1
55,3,33160,11144,0.623347250367917,0,0,586,8452,42,100000,60,car,5,1
44,3,57437,84430,0.13614135419794496,0,0,622,8630,50,1000000,36,car,4,0
61,3,43492,4595,0.20094709605752145,0,0,633,4240,68,100000,60,car,4,1
67,5,37262,52508,0.3170706135352942,0,0,684,25721,61,200000,12,education,1,1
36,3,43468,46597,0.18712721278400654,0,0,537,5655,44,100000,12,car,5,1
50,5,30014,64760,0.26880710988687506,0,1,644,53066,44,200000,60,education,5,0
61,5,42355,92833,0.35013254025481644,0,0,667,129233,60,500000,36,personal,4,1
68,3,5000,18067,0.053019493168471106,0,0,646,19452,51,200000,12,personal,3,1
62,5,27542,33916,0.1795275136936569,0,1,670,41522,47,50000,36,personal,5,0
63,1,66758,117259,0.08350129690772089,0,1,679,156493,50,500000,12,personal,3,1
22,4,26782,2238,0.065602775470761,0,0,672,2722,51,50000,24,business,5,1
65,10,77098,61610,0.05,0,0,612,41354,54,200000,60,education,5,1
39,0,58028,50351,0.2974242061571638,0,0,584,7488,48,200000,36,car,2,1
47,9,63585,38714,0.4204477981285076,0,0,547,42819,43,100000,60,business,2,1
46,0,10531,0,0.3167755431799219,0,0,694,0,41,50000,36,home,3,1
48,4,23887,114129,0.2441164455909437,0,0,712,137751,48,100000,24,education,1,1
47,0,46014,83496,0.5043818567437618,0,1,676,104630,54,200000,24,business,4,1
32,9,56843,75140,0.09578821366798844,2,0,625,58078,49,100000,36,business,3,1
22,0,60448,74572,0.3837404443571018,0,1,577,47656,55,200000,24,personal,4,1
51,6,48938,39335,0.18576252532023632,0,1,596,57553,44,100000,24,business,4,1
39,1,35012,48688,0.2583286299009934,2,0,562,26918,50,200000,60,business,2,1
66,2,54440,54707,0.05,0,0,747,28010,38,100000,60,car,5,1
44,7,55149,0,0.2512983698073869,0,0,691,0,50,500000,12,education,4,1
33,3,48833,59202,0.3418674458213711,0,0,645,63094,50,50000,36,business,1,1
46,4,44814,90089,0.7428474559424004,1,0,633,56124,43,100000,12,education,4,1
58,4,29872,1048,0.18359396370738892,0,0,632,180,65,100000,24,personal,3,1
68,4,61885,103616,0.22125585153301167,0,1,647,84935,58,100000,60,education,3,1
57,5,72641,94405,0.3271591222224621,0,0,594,28941,57,200000,12,home,4,1
55,2,54664,26594,0.19257540864466327,0,0,580,31025,43,200000,36,car,1,1
63,5,36132,89361,0.6050622514005337,0,0,657,18900,48,100000,24,personal,4,1
36,2,73276,14804,0.5952294367715525,0,0,733,13060,53,1000000,12,education,5,1
52,5,52979,30924,0.6704888079944447,0,0,588,15502,47,50000,12,car,3,1
55,9,21129,85165,0.17811118118822789,0,0,537,93195,47,100000,12,home,1,1
42,2,50308,32568,0.1647632301894329,0,0,550,46714,50,100000,24,education,5,1
66,6,46164,71091,0.6210080016166271,0,0,621,58579,47,200000,36,education,1,1
33,3,8929,96709,0.17316975564396925,0,0,588,68292,37,200000,36,personal,1,1
43,4,63326,54505,0.09888205741882997,0,2,545,59197,57,50000,36,business,3,1
28,0,44902,0,0.2230422896417759,0,0,716,0,52,100000,60,personal,3,1
38,5,50687,33514,0.40188778810233583,0,1,761,12048,53,200000,60,car,5,1
69,6,45097,0,0.1503626006613386,0,0,626,0,52,100000,36,car,5,1
68,3,33809,31284,0.24537633267013986,0,0,645,12151,58,50000,24,education,2,1
51,5,56051,4266,0.2312937016362505,0,1,689,4197,52,100000,24,personal,4,1
53,2,52925,27719,0.7210921027763395,0,0,664,11446,42,100000,36,personal,4,1
68,1,40639,37745,0.06428696697621032,0,0,546,50101,44,200000,24,car,3,1
43,6,34668,109236,0.15816466804653673,0,1,691,126907,44,200000,60,business,1,1
67,8,40807,67051,0.22699514558647463,2,0,615,60554,49,200000,24,car,4,1
51,3,27769,602,0.1521352540527077,0,0,677,822,52,200000,60,car,5,1
47,6,19015,61829,0.2951476101366404,0,0,671,84640,51,100000,12,business,5,1
63,7,47057,128893,0.2769817030219119,0,1,700,49278,38,200000,60,home,1,1
62,8,41170,0,0.07329808002313298,0,0,682,0,43,500000,60,home,4,1
38,9,51962,109844,0.2536632943373386,0,0,664,55022,56,50000,36,car,2,1
23,6,13501,15399,0.17479437726030447,0,0,556,16005,56,100000,12,personal,3,1
26,6,52108,51328,0.443559829274871,0,0,636,64680,57,200000,36,education,5,1
42,2,51392,25328,0.13844375511445844,0,0,720,7723,43,100000,12,personal,3,1
62,8,30500,129167,0.1697968449495807,0,0,620,144038,40,100000,36,personal,3,1
21,3,35318,36487,0.17218332053091562,0,0,513,36702,49,100000,36,personal,5,1
66,6,26940,46925,0.05297870097297378,0,0,705,17109,49,100000,24,business,2,1
33,6,42303,28199,0.21405322448384043,0,0,625,33395,43,100000,60,home,4,1
60,3,44369,27030,0.158200226398,0,0,739,36069,58,50000,24,car,4,1
46,7,43964,102551,0.2736909365486216,0,1,618,42002,45,50000,12,personal,2,1
47,4,13980,5098,0.16754872855526343,0,0,647,2958,44,50000,36,personal,2,0
59,8,50008,48871,0.37509339693842736,1,0,713,72122,59,500000,12,business,5,1
33,0,56930,0,0.13558653337137863,2,1,680,0,52,200000,60,education,2,1
22,4,25683,93897,0.531922841768338,0,0,673,38952,50,500000,60,home,3,0
30,8,34858,86057,0.12179968499430346,0,0,681,91219,53,100000,24,business,3,1
27,0,35900,35529,0.6167620871242705,0,0,588,8994,53,200000,24,car,3,1
63,2,20321,32255,0.4353781502948919,0,3,627,32472,48,100000,24,personal,3,1
56,5,30249,34415,0.3908503292979119,0,0,700,31159,41,100000,36,business,5,1
43,9,75471,57802,0.5369836784326039,0,1,729,57767,63,200000,24,car,2,1
64,5,40617,40425,0.2003071887220545,0,0,660,45487,47,50000,12,business,3,1
54,4,35507,571,0.13685484929887212,0,0,564,806,51,50000,36,education,1,1
52,4,80654,70794,0.2417234560618014,0,0,673,62570,57,200000,60,home,3,1
56,4,40982,40456,0.3867818446597087,0,1,650,60369,51,100000,24,business,1,1
56,5,52313,13539,0.28706038426982566,0,0,716,8322,52,200000,24,home,5,1
32,8,43279,17059,0.3552880114060069,0,2,622,1825,48,500000,60,car,4,1
58,2,46781,0,0.5780430036334041,0,0,693,0,43,200000,24,home,3,1
48,7,49901,52819,0.29234691618490594,0,0,686,74047,47,500000,60,business,1,1
50,3,50552,46887,0.2536825209546989,0,1,688,10717,58,50000,36,business,2,1
50,2,43113,71129,0.5441877244978768,0,0,637,99534,51,200000,60,business,3,1
57,7,50051,78466,0.5607887722785246,0,0,723,110283,55,100000,24,personal,3,1
24,10,53036,73697,0.2612247009110203,0,0,559,67566,65,500000,12,education,1,1
60,6,56635,84175,0.34359845648953624,0,0,634,12208,53,100000,12,personal,2,1
46,4,40466,73523,0.06335090393517478,0,2,544,39384,53,50000,12,car,4,1
33,5,53646,46413,0.7153009912077027,0,0,582,7094,52,50000,12,business,5,1
40,7,40132,0,0.5182859433096539,0,1,610,0,53,50000,24,education,2,1
52,8,55453,34798,0.13656942901154692,0,0,654,51291,46,50000,60,education,3,1
23,3,72721,0,0.5039688912258382,0,2,691,0,54,50000,36,personal,2,1
48,8,19477,38075,0.33880265897019124,0,1,639,19158,47,500000,24,car,1,1
24,1,38789,17277,0.05532194187568694,0,0,677,11682,50,200000,36,education,2,1
28,8,5000,51670,0.13222789985809733,0,0,740,39202,48,200000,60,car,3,0
41,4,36093,64823,0.2586310750246941,0,0,618,35655,42,200000,36,personal,5,1
43,6,52943,0,0.3764369561181979,1,1,590,0,54,100000,60,business,5,1
55,3,45385,103369,0.1080732345725088,0,0,530,48933,70,200000,12,education,2,1
41,6,37789,51257,0.15983926175699295,1,1,719,38930,48,100000,60,car,2,1
61,7,39425,82750,0.3865910307331818,0,0,596,79996,41,50000,12,business,2,1
55,5,62156,31284,0.21783940691808473,0,0,701,3285,33,200000,60,business,2,1
63,4,63491,0,0.5060453335425461,0,1,614,0,45,100000,24,home,3,1
67,2,16259,100634,0.2672375392852799,0,0,677,38417,45,100000,12,car,5,1
58,8,47220,22630,0.16707863886555874,0,0,571,27864,51,50000,36,car,2,1
49,7,30266,18280,0.5942214341429637,0,0,601,22540,49,200000,36,education,1,1
52,11,17521,114761,0.0570257210440908,0,0,661,164163,37,50000,12,home,4,1
46,6,24890,0,0.3944151363677688,0,1,689,0,46,1000000,24,car,5,0
44,7,22039,0,0.3344252616878881,0,0,596,0,65,50000,60,car,5,1
59,0,35962,43989,0.20438392736257616,0,0,537,53573,50,500000,60,education,3,0
46,4,38704,0,0.16386566543632594,0,1,694,0,53,50000,60,education,4,1
47,7,41625,0,0.05,0,0,711,0,49,200000,60,education,2,1
69,3,11406,46465,0.41059759540832896,0,0,668,61472,49,200000,36,business,3,1
35,7,15992,17005,0.11829878261583594,0,1,583,17384,53,50000,36,business,3,1
43,9,47596,11233,0.2817373765976646,0,1,635,15725,52,200000,24,home,4,1
53,4,52572,39700,0.10442420194702598,1,0,771,39519,50,100000,24,business,4,1
22,5,30146,83,0.08857155854507183,0,0,644,111,45,100000,60,business,1,1
24,4,34288,52335,0.09899501554598192,0,0,567,27534,54,200000,24,car,1,1
56,6,15790,47562,0.3854995807417546,1,0,719,40634,49,100000,24,education,5,1
47,5,52255,9311,0.21910801397693275,0,1,614,7134,67,200000,12,home,1,1
65,3,51115,38473,0.26640797845395897,2,0,639,43026,47,100000,12,education,5,1
55,7,28201,63294,0.4362787274196121,0,0,612,26806,50,200000,24,personal,4,1
53,10,19037,105139,0.27394340696444813,0,1,610,34860,56,100000,12,car,4,1
59,5,20379,85666,0.19751191210926053,0,0,709,68368,33,500000,12,personal,1,1
21,8,63442,49017,0.5519913062144207,0,0,638,26692,47,200000,12,business,3,1
41,5,56977,0,0.18572822949743376,0,0,685,0,53,100000,36,home,2,1
25,0,23410,0,0.20438202787616663,0,0,705,0,48,200000,24,education,4,1
61,0,42085,37331,0.11561455348659658,1,0,650,28571,59,500000,36,personal,4,1
22,2,57380,49123,0.3423688631929715,0,0,523,36570,40,100000,36,education,2,1
38,5,64515,26104,0.42296821565999393,0,0,687,22482,47,100000,60,business,3,1
24,5,51665,14334,0.19891390524764285,0,0,646,4081,54,200000,60,business,5,1
61,0,28468,31638,0.49169211268132806,1,0,684,7876,50,100000,60,home,2,1
40,4,48191,31371,0.7347591057171259,0,0,628,11571,61,50000,60,personal,2,1
66,5,39363,30831,0.38800748202373525,0,2,550,20682,58,100000,12,business,2,1
52,4,43927,30749,0.31660574320070506,1,0,719,13957,56,100000,24,business,3,1
45,8,59105,92165,0.3520408516804339,0,0,704,82000,51,100000,36,car,2,1
23,5,47348,36525,0.4174925823622729,0,1,617,39764,49,200000,60,education,3,1
65,2,37608,39733,0.2645245474378996,1,0,653,10778,65,100000,12,education,1,1
30,6,7381,0,0.28435073221229373,0,0,658,0,38,50000,12,personal,4,1
64,3,38037,61713,0.06257216093856653,3,0,626,39142,52,100000,60,car,2,0
69,3,38510,39102,0.05,0,1,670,23736,55,200000,36,business,2,1
53,0,64285,958,0.1749696330878094,0,1,641,962,53,500000,24,education,2,1
26,1,21941,59010,0.39265586154160254,0,1,628,34548,47,200000,36,personal,3,1
35,6,24625,3299,0.33607176334582806,0,0,688,1294,50,200000,60,business,2,1
51,9,25405,12174,0.2736350084822782,0,0,582,10343,62,200000,24,business,4,1
57,1,46965,114134,0.3215611826334831,0,2,534,81318,45,500000,24,personal,4,1
43,8,35885,44896,0.30838149473774645,0,0,765,21532,46,50000,36,home,3,1
69,7,47015,31127,0.13292173854660305,0,0,535,28749,47,50000,24,car,5,1
26,0,45849,53168,0.24547796981429532,0,0,628,7850,57,100000,24,business,4,1
47,8,18685,53548,0.3443615841883584,1,0,720,8669,44,50000,24,car,4,1
52,7,28933,0,0.22928514012157966,0,0,648,0,53,100000,60,business,2,1
60,6,28741,0,0.5065495838661218,1,0,784,0,44,500000,24,car,3,1
46,6,25922,28143,0.15350102995655035,0,1,633,36803,48,100000,36,car,4,1
43,6,62394,34359,0.6532385203733375,0,1,609,47773,63,200000,24,business,4,1
55,3,16916,42529,0.3537346868772468,0,0,613,52929,53,200000,60,home,3,0
43,6,10862,43783,0.06973686254252548,0,0,633,35393,48,100000,60,education,1,0
27,2,66955,111213,0.18397791907728508,0,0,660,102886,54,100000,60,business,1,1
43,7,44405,0,0.10939049281704846,0,1,774,0,45,100000,60,business,4,1
33,0,34542,70491,0.37103316441434336,0,0,588,91682,35,1000000,36,business,5,0
62,6,22114,12840,0.6431074551399849,0,0,739,8523,47,200000,12,home,5,1
61,5,30227,52743,0.1473834413528037,0,2,694,30348,46,100000,24,car,5,1
59,9,48368,72610,0.1923636400906523,0,0,563,32922,43,50000,12,home,5,1
52,3,21854,76701,0.6333344086665893,0,0,529,40055,52,50000,24,education,1,1
29,7,56441,57873,0.23355344821510152,0,1,613,6105,50,200000,24,education,3,1
59,0,49761,109054,0.26842418746101265,0,0,654,91571,68,100000,12,business,4,1
31,1,40668,75248,0.13509771221247302,0,0,721,11042,48,50000,12,education,3,1
52,0,42403,5395,0.23680141917084552,0,1,593,7555,61,500000,12,personal,5,0
32,8,51304,50762,0.4058781323100733,0,0,510,32171,50,200000,12,home,5,1
64,2,54597,53824,0.267428247131313,0,0,669,80151,48,50000,36,education,3,1
54,2,36731,43246,0.2247681289535681,0,0,614,31382,55,100000,60,home,4,1
51,1,39105,47151,0.23159593349625182,0,0,584,43952,37,50000,36,education,4,1
34,0,56157,83798,0.05260978843154874,0,1,656,10583,57,100000,36,home,4,1
38,2,66808,32640,0.3566022306815719,0,0,624,3519,33,50000,60,business,5,1
52,2,50530,57907,0.5366213216088783,0,0,569,10021,44,1000000,24,personal,4,0
68,3,23664,21862,0.08395312103356295,0,0,710,22378,44,200000,60,car,3,1
67,4,42984,30138,0.18756171738126032,0,0,679,32646,70,200000,60,business,2,1
33,0,45428,18102,0.5228571816225961,0,0,765,10419,64,50000,24,home,2,1
25,6,37025,55429,0.38059583744855513,0,1,686,73889,56,50000,60,business,3,1
26,7,18796,71533,0.3740319558895472,0,0,651,77404,55,100000,24,business,1,1
53,3,68639,8491,0.17527514184439014,0,0,632,4390,51,200000,36,car,1,1
29,1,24920,21073,0.18965709443497028,0,0,608,14789,52,500000,24,home,4,0
58,6,35416,41809,0.2973046893558898,0,0,627,15044,57,50000,24,home,4,1
52,3,28302,22282,0.49978590814255863,0,0,609,2843,40,200000,24,personal,2,1
22,6,43863,8054,0.26664046893866716,0,0,697,10651,47,100000,24,education,5,1
40,0,36233,11113,0.4683299548477331,0,1,687,3532,68,1000000,60,home,1,0
23,5,51666,20708,0.3769674628811375,0,2,682,4177,58,50000,60,home,5,1
49,5,11610,109426,0.13867800758534027,0,0,641,41090,53,200000,24,car,3,1
30,4,32521,19482,0.6120871874970085,0,1,660,27922,57,200000,36,education,2,1
63,3,52437,0,0.1304428756341785,0,0,680,0,56,200000,36,home,2,1
66,2,50966,103493,0.10784287260408386,0,0,600,14548,40,200000,24,business,1,1
41,6,44680,21591,0.06547622510585843,0,1,634,12260,50,100000,36,personal,2,1
22,8,58321,21686,0.13260136789427787,2,0,643,21857,27,50000,60,education,5,1
27,6,27316,0,0.39886958828999186,0,0,606,0,44,200000,60,personal,4,0
58,7,36758,25911,0.3899917142621051,0,0,663,33303,50,100000,36,car,1,1
49,8,47139,26064,0.11489175615937833,0,0,647,26639,60,200000,36,home,3,1
30,5,33247,0,0.15094191566281787,0,0,739,0,46,100000,24,education,4,1
49,4,17893,38172,0.2678704993805065,0,1,690,20626,51,200000,60,education,5,1
49,0,33902,45460,0.6624741262564476,0,1,588,51694,52,100000,36,home,3,0
56,6,19870,23662,0.46376254816122664,1,0,705,34892,54,100000,60,personal,3,0
58,8,36310,67868,0.3522301123160125,0,0,569,71797,43,50000,12,home,1,1
28,1,45787,75565,0.3522386727430819,2,0,651,18725,43,200000,36,personal,1,1
21,3,33695,132482,0.1790703563027812,0,0,623,73933,51,200000,60,home,1,1
28,3,61429,17505,0.18352501457917722,0,1,649,22568,66,50000,12,home,4,1
36,10,36477,34027,0.05,1,0,683,9117,55,100000,60,education,5,1
34,7,27430,0,0.30222012902512807,2,0,670,0,40,200000,12,personal,1,1
